trip_id,timestamp,lat,lon,speed
T000006,2026-06-01T08:48:20,12.845206,77.661563,13.1
T000006,2026-06-01T08:55:00,12.8452,77.6602,35.5
T000007,2026-06-01T08:15:00,12.937866,77.620486,33.4
T000007,2026-06-01T08:21:40,12.9356,77.634575,13.6
T000007,2026-06-01T08:28:20,12.93637,77.627223,26.1
T000007,2026-06-01T08:35:00,12.933177,77.622685,29.7
T000007,2026-06-01T08:41:40,12.929167,77.627717,23.2
T000007,2026-06-01T08:48:20,12.935413,77.625112,22.7
T000007,2026-06-01T08:55:00,12.9352,77.6245,35.3
T000008,2026-06-01T08:15:00,12.913212,77.630986,37.9
T000008,2026-06-01T08:20:42.857143,12.944816,77.635733,25.8
T000008,2026-06-01T08:26:25.714286,12.927007,77.623681,34.3
T000008,2026-06-01T08:32:08.571429,12.928187,77.633986,37.0
T000008,2026-06-01T08:37:51.428571,12.934315,77.621453,21.3
T000008,2026-06-01T08:43:34.285714,12.935412,77.623845,37.5
T000008,2026-06-01T08:49:17.142857,12.93471,77.625222,27.7
T000008,2026-06-01T08:55:00,12.9352,77.6245,35.1
T000009,2026-06-01T08:15:00,12.938432,77.626465,35.1
T000009,2026-06-01T08:21:40,12.934452,77.636501,21.2
T000009,2026-06-01T08:28:20,12.947206,77.624232,13.7
T000009,2026-06-01T08:35:00,12.935841,77.621095,36.4
T000009,2026-06-01T08:41:40,12.933025,77.623013,9.1
T000009,2026-06-01T08:48:20,12.934446,77.62046,12.2
T000009,2026-06-01T08:55:00,12.9352,77.6245,32.3
T000010,2026-06-01T08:15:00,12.940449,77.642316,19.2
T000010,2026-06-01T08:21:40,12.935514,77.622257,27.1
T000010,2026-06-01T08:28:20,12.934007,77.619621,30.0
T000010,2026-06-01T08:35:00,12.929887,77.629444,34.2
T000010,2026-06-01T08:41:40,12.933555,77.623017,30.8
T000010,2026-06-01T08:48:20,12.933869,77.62752,31.6
T000010,2026-06-01T08:55:00,12.9352,77.6245,22.2
T000011,2026-06-01T08:15:00,12.936345,77.634001,26.0
T000011,2026-06-01T08:25:00,12.94508,77.62751,49.8
T000011,2026-06-01T08:35:00,12.933352,77.625523,17.7
T000011,2026-06-01T08:45:00,12.933877,77.626047,39.3
T000011,2026-06-01T08:55:00,12.9352,77.6245,18.7
T000013,2026-06-01T08:15:00,12.974016,77.638626,11.3
T000013,2026-06-01T08:25:00,12.974894,77.646054,23.2
T000013,2026-06-01T08:35:00,12.97977,77.635071,13.4
T000013,2026-06-01T08:45:00,12.972461,77.643818,44.8
T000013,2026-06-01T08:55:00,12.9719,77.6412,27.6
T000014,2026-06-01T08:15:00,12.977229,77.628662,41.8
T000014,2026-06-01T08:25:00,12.977728,77.644212,21.1
T000014,2026-06-01T08:35:00,12.973519,77.639743,11.5
T000014,2026-06-01T08:45:00,12.971774,77.640808,38.6
T000014,2026-06-01T08:55:00,12.9719,77.6412,16.4
T000015,2026-06-01T08:15:00,12.983508,77.625641,25.3
T000015,2026-06-01T08:20:00,12.953567,77.643424,25.4
T000015,2026-06-01T08:25:00,12.981153,77.646067,14.1
T000015,2026-06-01T08:30:00,12.96666,77.644454,36.5
T000015,2026-06-01T08:35:00,12.978013,77.647273,27.1
T000015,2026-06-01T08:40:00,12.97326,77.64607,25.0
T000015,2026-06-01T08:45:00,12.972849,77.640383,22.5
T000015,2026-06-01T08:50:00,12.97196,77.640341,26.7
T000015,2026-06-01T08:55:00,12.9719,77.6412,32.5
T000016,2026-06-01T08:15:00,12.950891,77.670578,19.3
T000016,2026-06-01T08:21:40,12.975262,77.633379,34.4
T000016,2026-06-01T08:28:20,12.973744,77.636862,38.7
T000016,2026-06-01T08:35:00,12.97108,77.643936,18.8
T000016,2026-06-01T08:41:40,12.971797,77.647878,37.6
T000016,2026-06-01T08:48:20,12.972413,77.640452,28.7
T000016,2026-06-01T08:55:00,12.9719,77.6412,17.2
T000017,2026-06-01T08:15:00,12.918784,77.636884,31.0
T000017,2026-06-01T08:20:00,12.920895,77.642392,31.4
T000017,2026-06-01T08:25:00,12.922864,77.648833,31.6
T000017,2026-06-01T08:30:00,12.90157,77.638764,38.5
T000017,2026-06-01T08:35:00,12.91495,77.648207,34.4
T000017,2026-06-01T08:40:00,12.916937,77.64362,29.2
T000017,2026-06-01T08:45:00,12.909528,77.641405,11.6
T000017,2026-06-01T08:50:00,12.910994,77.646541,12.5
T000017,2026-06-01T08:55:00,12.9121,77.6446,22.0
T000018,2026-06-01T08:15:00,12.922198,77.622109,21.2
T000018,2026-06-01T08:21:40,12.912593,77.653984,23.5
T000018,2026-06-01T08:28:20,12.911967,77.636888,12.7
T000018,2026-06-01T08:35:00,12.919327,77.63548,51.3
T000018,2026-06-01T08:41:40,12.914517,77.646867,33.8
T000018,2026-06-01T08:48:20,12.911679,77.645253,26.1
T000018,2026-06-01T08:55:00,12.9121,77.6446,18.5
T000019,2026-06-01T08:15:00,12.892979,77.648568,43.1
T000019,2026-06-01T08:20:42.857143,12.918726,77.639429,12.1
T000019,2026-06-01T08:26:25.714286,12.911141,77.643463,18.3
T000019,2026-06-01T08:32:08.571429,12.915249,77.655152,30.2
T000019,2026-06-01T08:37:51.428571,12.912788,77.640583,42.0
T000019,2026-06-01T08:43:34.285714,12.911885,77.642946,28.6
T000019,2026-06-01T08:49:17.142857,12.912774,77.644799,40.1
T000019,2026-06-01T08:55:00,12.9121,77.6446,32.0
T000020,2026-06-01T08:15:00,12.923594,77.641591,25.2
T000020,2026-06-01T08:20:42.857143,12.91854,77.651004,21.0
T000020,2026-06-01T08:26:25.714286,12.917835,77.640597,46.2
T000020,2026-06-01T08:32:08.571429,12.907367,77.645968,20.2
T000020,2026-06-01T08:37:51.428571,12.921626,77.639295,33.2
T000020,2026-06-01T08:43:34.285714,12.91,77.643588,32.5
T000020,2026-06-01T08:49:17.142857,12.913849,77.646919,12.6
T000020,2026-06-01T08:55:00,12.9121,77.6446,11.1
T000021,2026-06-01T08:15:00,12.928491,77.654364,39.0
T000021,2026-06-01T08:21:40,12.914622,77.640149,11.8
T000021,2026-06-01T08:28:20,12.915856,77.637261,20.9
T000021,2026-06-01T08:35:00,12.909167,77.643612,20.4
T000021,2026-06-01T08:41:40,12.912212,77.642527,35.0
T000021,2026-06-01T08:48:20,12.913818,77.644781,32.6
T000021,2026-06-01T08:55:00,12.9121,77.6446,15.7
T000022,2026-06-01T08:15:00,12.913064,77.637791,18.1
T000022,2026-06-01T08:25:00,12.916821,77.637738,28.8
T000022,2026-06-01T08:35:00,12.920017,77.643066,41.1
T000022,2026-06-01T08:45:00,12.909064,77.643265,13.9
T000022,2026-06-01T08:55:00,12.9121,77.6446,28.8
T000023,2026-06-01T08:15:00,12.906825,77.648217,33.0
T000023,2026-06-01T08:23:00,12.916759,77.636035,19.1
T000023,2026-06-01T08:31:00,12.907874,77.643167,28.9
T000023,2026-06-01T08:39:00,12.914932,77.641208,12.0
T000023,2026-06-01T08:47:00,12.916411,77.642337,36.4
T000023,2026-06-01T08:55:00,12.9121,77.6446,28.0
T000024,2026-06-01T08:15:00,12.912918,77.643611,37.2
T000024,2026-06-01T08:20:00,12.90956,77.64694,31.2
T000024,2026-06-01T08:25:00,12.907089,77.65204,26.3
T000024,2026-06-01T08:30:00,12.907377,77.647953,19.0
T000024,2026-06-01T08:35:00,12.912241,77.644554,38.9
T000024,2026-06-01T08:40:00,12.91388,77.644506,36.2
T000024,2026-06-01T08:45:00,12.915576,77.645995,28.1
T000024,2026-06-01T08:50:00,12.91046,77.643269,24.9
T000024,2026-06-01T08:55:00,12.9121,77.6446,28.6
T000025,2026-06-01T08:15:00,12.912745,77.624845,18.6
T000025,2026-06-01T08:21:40,12.910899,77.634519,34.0
T000025,2026-06-01T08:28:20,12.922305,77.652725,25.9
T000025,2026-06-01T08:35:00,12.919554,77.645343,24.6
T000025,2026-06-01T08:41:40,12.910055,77.643592,24.1
T000025,2026-06-01T08:48:20,12.912384,77.644868,28.0
T000025,2026-06-01T08:55:00,12.9121,77.6446,37.5
T000026,2026-06-01T08:15:00,12.898431,77.642352,16.3
T000026,2026-06-01T08:23:00,12.897684,77.648932,35.6
T000026,2026-06-01T08:31:00,12.908641,77.629054,22.5
T000026,2026-06-01T08:39:00,12.913667,77.638684,29.8
T000026,2026-06-01T08:47:00,12.912069,77.645759,29.2
T000026,2026-06-01T08:55:00,12.9121,77.6446,26.4
T000027,2026-06-01T08:15:00,12.911699,77.642871,45.1
T000027,2026-06-01T08:20:42.857143,12.900341,77.630769,42.7
T000027,2026-06-01T08:26:25.714286,12.910605,77.639821,38.4
T000027,2026-06-01T08:32:08.571429,12.908639,77.655034,34.8
T000027,2026-06-01T08:37:51.428571,12.910009,77.653846,21.9
T000027,2026-06-01T08:43:34.285714,12.91422,77.645455,41.0
T000027,2026-06-01T08:49:17.142857,12.914331,77.644646,20.5
T000027,2026-06-01T08:55:00,12.9121,77.6446,48.1
T000028,2026-06-01T08:15:00,12.952352,77.687629,18.3
T000028,2026-06-01T08:20:42.857143,12.967189,77.695469,17.5
T000028,2026-06-01T08:26:25.714286,12.960733,77.709569,35.2
T000028,2026-06-01T08:32:08.571429,12.962592,77.696775,13.8
T000028,2026-06-01T08:37:51.428571,12.963334,77.699717,25.5
T000028,2026-06-01T08:43:34.285714,12.960695,77.702689,32.6
T000028,2026-06-01T08:49:17.142857,12.959993,77.700181,37.3
T000028,2026-06-01T08:55:00,12.9569,77.7011,43.3
T000029,2026-06-01T08:15:00,12.954132,77.687694,37.1
T000029,2026-06-01T08:23:00,12.959333,77.703227,36.4
T000029,2026-06-01T08:31:00,12.952018,77.708382,26.6
T000029,2026-06-01T08:39:00,12.960454,77.704038,17.6
T000029,2026-06-01T08:47:00,12.957906,77.701753,28.3
T000029,2026-06-01T08:55:00,12.9569,77.7011,36.1
T000030,2026-06-01T08:15:00,12.939292,77.704387,37.0
T000030,2026-06-01T08:20:42.857143,12.951565,77.705198,25.5
T000030,2026-06-01T08:26:25.714286,12.95676,77.707018,18.7
T000030,2026-06-01T08:32:08.571429,12.96426,77.698684,30.6
T000030,2026-06-01T08:37:51.428571,12.950898,77.704185,42.5
T000030,2026-06-01T08:43:34.285714,12.95543,77.697928,30.8
T000030,2026-06-01T08:49:17.142857,12.958978,77.699029,16.9
T000030,2026-06-01T08:55:00,12.9569,77.7011,19.8
T000031,2026-06-01T08:15:00,12.929226,77.611911,19.6
T000031,2026-06-01T08:21:40,12.935052,77.607633,29.3
T000031,2026-06-01T08:28:20,12.912014,77.622509,46.9
T000031,2026-06-01T08:35:00,12.924755,77.614882,21.8
T000031,2026-06-01T08:41:40,12.91936,77.610077,41.1
T000031,2026-06-01T08:48:20,12.91846,77.609018,37.5
T000031,2026-06-01T08:55:00,12.9166,77.6101,36.0
T000032,2026-06-01T08:15:00,12.915383,77.611998,33.8
T000032,2026-06-01T08:25:00,12.930564,77.602025,24.5
T000032,2026-06-01T08:35:00,12.917908,77.615837,25.0
T000032,2026-06-01T08:45:00,12.919597,77.605257,15.5
T000032,2026-06-01T08:55:00,12.9166,77.6101,16.3
T000033,2026-06-01T08:15:00,12.92693,77.608151,24.3
T000033,2026-06-01T08:20:42.857143,12.920044,77.608453,41.9
T000033,2026-06-01T08:26:25.714286,12.908661,77.609731,30.1
T000033,2026-06-01T08:32:08.571429,12.914437,77.593693,26.4
T000033,2026-06-01T08:37:51.428571,12.920458,77.613435,31.5
T000033,2026-06-01T08:43:34.285714,12.913463,77.611229,22.3
T000033,2026-06-01T08:49:17.142857,12.917105,77.610274,18.2
T000033,2026-06-01T08:55:00,12.9166,77.6101,25.8
T000034,2026-06-01T08:15:00,12.908568,77.604839,27.9
T000034,2026-06-01T08:21:40,12.917447,77.600675,10.4
T000034,2026-06-01T08:28:20,12.909756,77.611747,28.9
T000034,2026-06-01T08:35:00,12.920112,77.610584,26.9
T000034,2026-06-01T08:41:40,12.914587,77.613049,18.8
T000034,2026-06-01T08:48:20,12.914749,77.611045,14.7
T000034,2026-06-01T08:55:00,12.9166,77.6101,31.5
T000035,2026-06-01T08:15:00,12.926775,77.636732,25.0
T000035,2026-06-01T08:23:00,12.917819,77.613136,46.1
T000035,2026-06-01T08:31:00,12.916104,77.605126,15.3
T000035,2026-06-01T08:39:00,12.916368,77.608306,48.1
T000035,2026-06-01T08:47:00,12.92014,77.608031,20.9
T000035,2026-06-01T08:55:00,12.9166,77.6101,28.6
T000036,2026-06-01T08:15:00,12.907067,77.595639,28.9
T000036,2026-06-01T08:25:00,12.913896,77.613936,31.2
T000036,2026-06-01T08:35:00,12.91644,77.609795,20.6
T000036,2026-06-01T08:45:00,12.916808,77.612303,18.3
T000036,2026-06-01T08:55:00,12.9166,77.6101,33.1
T000037,2026-06-01T08:15:00,13.021117,77.600626,41.7
T000037,2026-06-01T08:20:42.857143,13.045684,77.601601,35.7
T000037,2026-06-01T08:26:25.714286,13.03413,77.588292,29.2
T000037,2026-06-01T08:32:08.571429,13.041115,77.600751,36.3
T000037,2026-06-01T08:37:51.428571,13.033667,77.595862,32.8
T000037,2026-06-01T08:43:34.285714,13.033939,77.595527,31.0
T000037,2026-06-01T08:49:17.142857,13.036587,77.596715,16.4
T000037,2026-06-01T08:55:00,13.0355,77.597,29.9
T000038,2026-06-01T08:15:00,13.034704,77.601524,17.4
T000038,2026-06-01T08:20:00,13.039248,77.595362,37.9
T000038,2026-06-01T08:25:00,13.044405,77.616422,33.8
T000038,2026-06-01T08:30:00,13.037536,77.598215,24.5
T000038,2026-06-01T08:35:00,13.037192,77.595523,29.7
T000038,2026-06-01T08:40:00,13.040441,77.593225,39.4
T000038,2026-06-01T08:45:00,13.038793,77.596705,6.8
T000038,2026-06-01T08:50:00,13.03474,77.598621,27.8
T000038,2026-06-01T08:55:00,13.0355,77.597,36.4
T000039,2026-06-01T08:15:00,13.031582,77.587776,44.2
T000039,2026-06-01T08:25:00,13.033083,77.606129,43.2
T000039,2026-06-01T08:35:00,13.040492,77.594842,32.0
T000039,2026-06-01T08:45:00,13.03544,77.594741,31.2
T000039,2026-06-01T08:55:00,13.0355,77.597,23.4
T000040,2026-06-01T08:15:00,13.031479,77.602243,22.9
T000040,2026-06-01T08:20:42.857143,13.042165,77.608793,38.1
T000040,2026-06-01T08:26:25.714286,13.021671,77.597899,38.3
T000040,2026-06-01T08:32:08.571429,13.027976,77.601135,34.7
T000040,2026-06-01T08:37:51.428571,13.030305,77.600575,30.7
T000040,2026-06-01T08:43:34.285714,13.037358,77.594239,29.5
T000040,2026-06-01T08:49:17.142857,13.033064,77.593747,29.4
T000040,2026-06-01T08:55:00,13.0355,77.597,27.4
T000041,2026-06-01T08:15:00,13.030147,77.596095,31.3
T000041,2026-06-01T08:25:00,13.036929,77.602321,23.6
T000041,2026-06-01T08:35:00,13.038066,77.595702,35.4
T000041,2026-06-01T08:45:00,13.037038,77.594661,38.9
T000041,2026-06-01T08:55:00,13.0355,77.597,31.7
T000042,2026-06-01T08:15:00,13.032007,77.578148,25.0
T000042,2026-06-01T08:23:00,13.022649,77.603234,38.5
T000042,2026-06-01T08:31:00,13.030316,77.59957,37.0
T000042,2026-06-01T08:39:00,13.03911,77.597858,35.3
T000042,2026-06-01T08:47:00,13.034201,77.597166,23.3
T000042,2026-06-01T08:55:00,13.0355,77.597,31.5
T000043,2026-06-01T08:15:00,13.047135,77.606752,33.0
T000043,2026-06-01T08:20:00,13.037159,77.605759,3.0
T000043,2026-06-01T08:25:00,13.040584,77.592094,9.7
T000043,2026-06-01T08:30:00,13.038695,77.605585,26.6
T000043,2026-06-01T08:35:00,13.040264,77.605061,41.1
T000043,2026-06-01T08:40:00,13.04165,77.599783,28.8
T000043,2026-06-01T08:45:00,13.031495,77.596385,19.6
T000043,2026-06-01T08:50:00,13.038214,77.59678,29.2
T000043,2026-06-01T08:55:00,13.0355,77.597,45.0
T000045,2026-06-01T08:15:00,13.014821,77.581953,35.6
T000045,2026-06-01T08:20:42.857143,13.036207,77.584507,24.9
T000045,2026-06-01T08:26:25.714286,13.030127,77.59928,41.4
T000045,2026-06-01T08:32:08.571429,13.024785,77.597657,26.4
T000045,2026-06-01T08:37:51.428571,13.038377,77.597914,20.5
T000045,2026-06-01T08:43:34.285714,13.034588,77.594726,38.8
T000045,2026-06-01T08:49:17.142857,13.03553,77.599716,27.4
T000045,2026-06-01T08:55:00,13.0355,77.597,10.0
T000046,2026-06-01T08:15:00,13.04322,77.612313,37.2
T000046,2026-06-01T08:23:00,13.031161,77.598159,21.9
T000046,2026-06-01T08:31:00,13.03125,77.599057,19.7
T000046,2026-06-01T08:39:00,13.026663,77.593447,24.9
T000046,2026-06-01T08:47:00,13.038543,77.596018,33.1
T000046,2026-06-01T08:55:00,13.0355,77.597,39.6
T000047,2026-06-01T08:15:00,13.037567,77.604589,31.8
T000047,2026-06-01T08:21:40,13.040805,77.597486,20.6
T000047,2026-06-01T08:28:20,13.024186,77.592696,54.8
T000047,2026-06-01T08:35:00,13.033072,77.587203,35.3
T000047,2026-06-01T08:41:40,13.038352,77.601291,32.7
T000047,2026-06-01T08:48:20,13.036909,77.600067,20.5
T000047,2026-06-01T08:55:00,13.0355,77.597,25.3
T000048,2026-06-01T08:15:00,13.017307,77.590068,9.6
T000048,2026-06-01T08:25:00,13.044284,77.608892,35.8
T000048,2026-06-01T08:35:00,13.030566,77.60441,25.5
T000048,2026-06-01T08:45:00,13.032464,77.594589,23.7
T000048,2026-06-01T08:55:00,13.0355,77.597,13.9
T000049,2026-06-01T10:15:00,12.980903,77.738166,11.7
T000049,2026-06-01T10:20:42.857143,12.980707,77.766212,23.4
T000049,2026-06-01T10:26:25.714286,12.969472,77.74181,28.1
T000049,2026-06-01T10:32:08.571429,12.967082,77.749416,32.1
T000049,2026-06-01T10:37:51.428571,12.965094,77.748449,10.0
T000049,2026-06-01T10:43:34.285714,12.968786,77.749733,30.3
T000049,2026-06-01T10:49:17.142857,12.970142,77.751291,12.6
T000049,2026-06-01T10:55:00,12.9698,77.75,7.6
T000050,2026-06-01T10:15:00,12.964373,77.737385,19.3
T000050,2026-06-01T10:20:00,12.970335,77.754322,37.6
T000050,2026-06-01T10:25:00,12.956115,77.748711,16.9
T000050,2026-06-01T10:30:00,12.968517,77.764589,30.9
T000050,2026-06-01T10:35:00,12.974297,77.759803,39.3
T000050,2026-06-01T10:40:00,12.96812,77.745216,27.7
T000050,2026-06-01T10:45:00,12.968381,77.746189,30.4
T000050,2026-06-01T10:50:00,12.970132,77.752211,24.4
T000050,2026-06-01T10:55:00,12.9698,77.75,36.7
T000051,2026-06-01T10:15:00,12.844907,77.662753,38.5
T000051,2026-06-01T10:23:00,12.833616,77.653458,34.4
T000051,2026-06-01T10:31:00,12.840848,77.661643,3.8
T000051,2026-06-01T10:39:00,12.856064,77.659121,39.9
T000051,2026-06-01T10:47:00,12.844526,77.661029,42.9
T000051,2026-06-01T10:55:00,12.8452,77.6602,26.6
T000052,2026-06-01T10:15:00,12.85472,77.671212,23.9
T000052,2026-06-01T10:25:00,12.839597,77.66879,22.7
T000052,2026-06-01T10:35:00,12.840728,77.65678,22.6
T000052,2026-06-01T10:45:00,12.847342,77.661488,35.2
T000052,2026-06-01T10:55:00,12.8452,77.6602,35.0
T000053,2026-06-01T10:15:00,12.926381,77.608097,11.7
T000053,2026-06-01T10:25:00,12.933767,77.620387,29.1
T000053,2026-06-01T10:35:00,12.934526,77.624651,34.1
T000053,2026-06-01T10:45:00,12.934042,77.623951,42.6
T000053,2026-06-01T10:55:00,12.9352,77.6245,28.8
T000054,2026-06-01T10:15:00,12.943495,77.622562,25.4
T000054,2026-06-01T10:25:00,12.920171,77.629266,15.6
T000054,2026-06-01T10:35:00,12.9355,77.625887,41.6
T000054,2026-06-01T10:45:00,12.931928,77.616951,29.8
T000054,2026-06-01T10:55:00,12.9352,77.6245,30.1
T000055,2026-06-01T10:15:00,12.937566,77.638197,16.4
T000055,2026-06-01T10:25:00,12.93569,77.618959,36.9
T000055,2026-06-01T10:35:00,12.926033,77.62436,31.4
T000055,2026-06-01T10:45:00,12.932831,77.622935,28.2
T000055,2026-06-01T10:55:00,12.9352,77.6245,19.4
T000056,2026-06-01T10:15:00,12.982174,77.634563,26.4
T000056,2026-06-01T10:20:00,12.980169,77.63922,35.6
T000056,2026-06-01T10:25:00,12.971408,77.656063,43.7
T000056,2026-06-01T10:30:00,12.963599,77.644464,19.8
T000056,2026-06-01T10:35:00,12.972858,77.641542,17.4
T000056,2026-06-01T10:40:00,12.975869,77.641962,25.2
T000056,2026-06-01T10:45:00,12.970805,77.641549,32.1
T000056,2026-06-01T10:50:00,12.971744,77.637659,28.2
T000056,2026-06-01T10:55:00,12.9719,77.6412,14.0
T000057,2026-06-01T10:15:00,12.967933,77.646025,24.3
T000057,2026-06-01T10:21:40,12.989432,77.638925,31.7
T000057,2026-06-01T10:28:20,12.978373,77.651882,20.6
T000057,2026-06-01T10:35:00,12.96981,77.647573,36.1
T000057,2026-06-01T10:41:40,12.975484,77.636638,43.5
T000057,2026-06-01T10:48:20,12.970631,77.64152,26.5
T000057,2026-06-01T10:55:00,12.9719,77.6412,10.6
T000058,2026-06-01T10:15:00,12.961957,77.64899,3.9
T000058,2026-06-01T10:20:42.857143,12.971237,77.641329,33.4
T000058,2026-06-01T10:26:25.714286,12.971602,77.655614,30.2
T000058,2026-06-01T10:32:08.571429,12.977921,77.637066,29.2
T000058,2026-06-01T10:37:51.428571,12.978532,77.640181,29.9
T000058,2026-06-01T10:43:34.285714,12.974702,77.639079,6.4
T000058,2026-06-01T10:49:17.142857,12.972265,77.642612,14.5
T000058,2026-06-01T10:55:00,12.9719,77.6412,5.3
T000059,2026-06-01T10:15:00,12.955468,77.63425,27.6
T000059,2026-06-01T10:20:00,12.9766,77.641652,25.9
T000059,2026-06-01T10:25:00,12.967025,77.636234,22.0
T000059,2026-06-01T10:30:00,12.974018,77.634986,31.9
T000059,2026-06-01T10:35:00,12.978965,77.642829,24.3
T000059,2026-06-01T10:40:00,12.967032,77.647118,16.3
T000059,2026-06-01T10:45:00,12.974021,77.642796,25.6
T000059,2026-06-01T10:50:00,12.971571,77.638905,31.3
T000059,2026-06-01T10:55:00,12.9719,77.6412,26.4
T000060,2026-06-01T10:15:00,12.913947,77.639301,30.2
T000060,2026-06-01T10:21:40,12.919113,77.639453,49.9
T000060,2026-06-01T10:28:20,12.89947,77.640842,27.2
T000060,2026-06-01T10:35:00,12.911096,77.638439,32.5
T000060,2026-06-01T10:41:40,12.913337,77.64476,31.3
T000060,2026-06-01T10:48:20,12.911394,77.641904,20.8
T000060,2026-06-01T10:55:00,12.9121,77.6446,28.4
T000061,2026-06-01T10:15:00,12.912367,77.650321,27.2
T000061,2026-06-01T10:25:00,12.902775,77.637389,36.3
T000061,2026-06-01T10:35:00,12.919062,77.650476,30.3
T000061,2026-06-01T10:45:00,12.909092,77.644584,43.6
T000061,2026-06-01T10:55:00,12.9121,77.6446,34.3
T000062,2026-06-01T10:15:00,12.899406,77.649296,35.1
T000062,2026-06-01T10:21:40,12.910818,77.637326,27.8
T000062,2026-06-01T10:28:20,12.908856,77.639292,31.4
T000062,2026-06-01T10:35:00,12.90831,77.636768,14.6
T000062,2026-06-01T10:41:40,12.906756,77.645425,29.5
T000062,2026-06-01T10:48:20,12.912268,77.64558,39.9
T000062,2026-06-01T10:55:00,12.9121,77.6446,12.2
T000063,2026-06-01T10:15:00,12.904999,77.638623,12.7
T000063,2026-06-01T10:20:00,12.912385,77.646472,26.1
T000063,2026-06-01T10:25:00,12.900548,77.659475,33.5
T000063,2026-06-01T10:30:00,12.928564,77.639568,37.6
T000063,2026-06-01T10:35:00,12.915996,77.643147,42.1
T000063,2026-06-01T10:40:00,12.91058,77.643247,3.0
T000063,2026-06-01T10:45:00,12.913123,77.641286,22.5
T000063,2026-06-01T10:50:00,12.910817,77.644142,32.4
T000063,2026-06-01T10:55:00,12.9121,77.6446,40.7
T000064,2026-06-01T10:15:00,12.902578,77.648827,29.1
T000064,2026-06-01T10:23:00,12.92052,77.640017,11.3
T000064,2026-06-01T10:31:00,12.916241,77.62925,20.7
T000064,2026-06-01T10:39:00,12.908007,77.64048,20.5
T000064,2026-06-01T10:47:00,12.914535,77.646241,25.5
T000064,2026-06-01T10:55:00,12.9121,77.6446,16.0
T000065,2026-06-01T10:15:00,12.926697,77.627399,22.0
T000065,2026-06-01T10:25:00,12.913814,77.658116,31.8
T000065,2026-06-01T10:35:00,12.914502,77.641753,33.7
T000065,2026-06-01T10:45:00,12.912363,77.640629,35.9
T000065,2026-06-01T10:55:00,12.9121,77.6446,28.3
T000068,2026-06-01T10:15:00,12.965289,77.694927,22.4
T000068,2026-06-01T10:20:00,12.947274,77.704946,35.8
T000068,2026-06-01T10:25:00,12.960333,77.713659,27.9
T000068,2026-06-01T10:30:00,12.96108,77.694277,24.1
T000068,2026-06-01T10:35:00,12.960378,77.705346,25.1
T000068,2026-06-01T10:40:00,12.956632,77.695408,24.4
T000068,2026-06-01T10:45:00,12.959126,77.702538,33.0
