trip_id,employee_id
T000011,E00282
T000012,E00222
T000012,E00750
T000012,E00432
T000012,E00298
T000012,E00213
T000012,E00203
T000012,E00032
T000012,E00247
T000013,E00359
T000013,E00493
T000013,E00313
T000013,E00348
T000013,E00269
T000013,E00056
T000013,E00111
T000013,E00744
T000014,E00407
T000014,E00183
T000014,E00741
T000014,E00797
T000014,E00541
T000014,E00299
T000014,E00160
T000014,E00014
T000015,E00089
T000015,E00665
T000015,E00143
T000015,E00520
T000015,E00301
T000015,E00020
T000015,E00673
T000015,E00704
T000016,E00362
T000016,E00234
T000016,E00340
T000016,E00613
T000016,E00131
T000016,E00546
T000016,E00644
T000017,E00742
T000017,E00506
T000017,E00415
T000017,E00010
T000018,E00593
T000018,E00615
T000018,E00283
T000018,E00486
T000019,E00677
T000019,E00583
T000019,E00286
T000019,E00425
T000020,E00357
T000020,E00155
T000020,E00472
T000020,E00007
T000021,E00718
T000021,E00687
T000021,E00093
T000021,E00319
T000022,E00172
T000022,E00453
T000022,E00573
T000022,E00330
T000023,E00423
T000023,E00471
T000023,E00177
T000023,E00211
T000024,E00271
T000024,E00070
T000024,E00477
T000024,E99139
T000025,E00778
T000025,E00480
T000025,E00777
T000025,E00485
T000026,E00266
T000026,E00128
T000026,E00215
T000026,E00517
T000027,E00369
T000027,E00421
T000028,E00625
T000028,E00627
T000028,E00539
T000028,E00512
T000028,E00626
T000028,E00308
T000028,E00187
T000028,E99845
T000028,E00181
T000028,E00446
T000028,E00094
T000028,E00166
T000028,E00440
T000028,E00431
T000028,E00429
T000028,E00544
T000028,E00618
T000028,E00076
T000029,E00279
T000029,E00669
T000029,E00309
T000029,E00292
T000029,E00725
T000029,E00484
T000029,E00399
T000029,E00295
T000029,E00112
T000029,E00603
T000029,E00582
T000029,E00651
T000029,E00674
T000029,E00152
T000029,E00519
T000029,E00492
T000029,E00508
T000029,E00768
T000030,E00728
T000030,E00555
T000030,E00499
T000030,E00709
T000030,E00435
T000030,E00276
T000030,E00389
T000030,E00726
T000030,E00217
T000030,E00683
T000030,E00422
T000030,E00150
T000031,E00370
T000031,E00196
T000031,E00464
T000031,E00736
T000031,E00285
T000031,E00584
T000031,E00713
T000031,E00136
T000032,E00481
T000032,E00652
T000032,E00175
T000032,E00410
T000032,E00243
T000032,E00058
T000032,E00249
T000032,E00235
T000033,E00229
T000033,E00250
T000033,E00513
T000033,E00478
T000033,E00447
T000033,E00049
T000033,E00048
T000033,E00764
T000034,E00483
T000034,E00171
T000034,E00664
T000034,E00604
T000034,E00433
T000034,E00300
T000034,E00487
T000034,E00162
T000035,E00277
T000035,E00633
T000035,E00666
T000035,E00197
T000035,E00637
T000035,E00721
T000035,E00065
T000035,E00449
T000036,E99718
T000036,E00511
T000036,E00537
T000036,E00133
T000036,E00695
T000037,E00045
T000037,E00436
T000037,E00781
T000037,E00412
T000038,E00404
T000038,E00533
T000038,E00371
T000038,E00208
T000039,E00311
T000039,E00662
T000039,E00745
T000039,E00450
T000040,E99679
T000040,E00441
T000040,E00700
T000040,E00380
T000041,E00102
T000041,E00184
T000041,E00214
T000041,E00547
T000042,E99331
T000042,E00358
T000042,E00001
T000042,E00428
T000043,E00509
T000043,E00205
T000043,E00442
T000043,E00044
T000044,E00772
T000044,E00698
T000044,E00182
T000044,E00381
T000045,E00498
T000045,E00303
T000045,E00212
T000045,E00589
T000046,E00023
T000046,E00685
T000046,E00743
T000046,E00385
T000047,E00587
T000047,E00354
T000047,E00739
T000047,E00302
T000048,E00405
T000048,E00426
T000048,E00569
T000048,E00336
T000049,E00392
T000049,E99381
T000049,E00473
T000049,E00529
T000049,E00733
T000049,E00075
T000049,E00236
T000049,E00063
T000049,E00241
T000049,E00600
T000049,E00256
T000049,E00377
T000049,E00489
T000049,E00538
T000049,E00122
T000049,E00766
T000049,E00242
T000049,E00117
T000050,E00439
T000050,E00304
T000050,E00352
T000050,E00451
T000051,E00531
T000051,E00012
T000051,E00108
T000051,E00039
T000051,E00132
T000051,E00671
T000051,E00567
T000051,E00720
T000051,E00106
T000051,E00047
T000051,E00694
T000051,E00454
T000051,E00570
T000051,E00667
T000051,E00393
T000051,E00496
T000051,E00782
T000051,E00452
T000052,E00141
T000052,E00149
T000052,E00455
T000052,E00585
T000052,E00004
T000052,E00081
T000052,E00755
T000052,E00376
T000052,E00602
T000052,E99541
T000053,E00528
T000053,E00127
T000053,E00198
T000053,E00363
T000053,E00475
T000053,E00715
T000053,E00327
T000053,E00785
T000054,E00703
T000054,E00629
T000054,E00621
T000054,E00403
T000054,E00408
T000054,E00535
T000054,E00109
T000054,E00281
T000055,E00771
T000055,E00322
T000055,E00264
T000055,E00737
T000055,E00324
T000055,E00043
T000055,E00413
T000056,E00036
T000056,E00195
T000056,E00192
T000056,E00608
T000056,E00146
T000056,E00073
T000056,E00729
T000056,E00784
T000057,E00257
T000057,E00074
T000057,E00552
T000057,E00262
T000057,E00163
T000057,E00320
T000057,E00100
T000057,E00060
T000058,E00586
T000058,E00641
T000058,E00130
T000058,E00643
T000058,E00402
T000058,E00317
T000058,E00554
T000058,E00562
T000059,E00028
T000059,E00147
T000059,E00553
T000059,E00139
T000059,E00055
T000060,E00098
T000060,E00013
T000060,E00770
T000060,E00414
T000061,E00002
T000061,E00606
T000061,E00494
T000061,E00757
T000062,E00479
T000062,E00119
T000062,E00526
T000062,E00305
T000063,E00169
T000063,E00145
T000063,E00168
T000063,E00794
T000064,E00101
T000064,E00231
T000064,E00505
T000064,E00501
T000065,E00110
T000065,E00617
T000065,E00645
T000065,E00103
T000066,E00635
T000066,E00263
T000067,E00646
T000067,E00799
T000067,E00275
T000067,E00746
T000067,E00543
T000067,E00158
T000067,E00701
T000067,E00118
T000067,E00387
T000067,E00019
T000067,E00206
T000067,E00599
T000067,E00165
T000067,E00030
T000067,E00294
T000067,E00054
T000067,E00692
T000067,E00684
T000068,E00017
T000068,E00015
T000068,E00224
T000068,E00516
T000068,E00006
T000069,E99429
T000069,E00268
T000069,E00592
T000069,E00624
T000069,E00620
T000069,E00719
T000069,E00467
T000069,E00708
T000070,E00658
T000070,E00151
T000070,E00386
T000070,E00776
T000070,E00164
T000070,E00306
T000070,E00724
T000070,E00566
T000071,E00227
T000071,E00180
T000071,E00274
T000071,E00170
T000071,E00576
T000071,E00590
T000071,E00200
T000071,E00174
T000072,E00502
T000072,E00462
T000072,E00290
T000072,E00648
T000072,E00343
T000072,E00793
T000072,E00434
T000073,E00595
T000073,E00634
T000073,E00575
T000073,E00225
T000074,E00705
T000074,E00293
T000074,E00384
T000074,E00682
T000075,E00120
T000075,E00344
T000075,E00202
T000075,E00753
T000076,E00144
T000076,E00204
T000076,E00470
T000076,E00050
T000077,E00334
T000077,E00792
T000077,E00416
T000077,E00353
T000078,E00490
T000078,E00681
T000078,E00042
T000078,E00427
T000079,E00476
T000079,E00078
T000079,E00540
T000079,E00390
T000080,E00057
T000080,E00072
T000080,E00609
T000081,E00115
T000081,E99567
T000081,E00791
T000081,E00560
T000081,E00654
T000081,E00034
T000081,E00226
T000081,E00653
T000081,E00614
T000081,E00379
T000081,E00069
T000081,E00095
T000081,E00228
T000081,E00373
T000081,E00574
T000081,E00696
T000081,E00774
T000081,E00355
T000082,E00346
T000082,E00365
T000083,E00351
T000083,E00610
T000083,E00591
T000083,E00372
T000083,E00559
T000083,E00251
T000083,E00628
T000083,E00349
T000083,E00167
T000083,E00156
T000083,E00062
T000083,E00123
T000083,E00568
T000083,E00796
T000083,E00255
T000083,E00084
T000084,E00420
T000084,E00239
T000084,E00201
T000084,E00219
T000084,E00580
T000084,E00316
T000084,E00008
T000084,E00649
T000085,E00221
T000085,E00092
T000085,E00135
T000085,E00026
T000085,E00679
T000085,E00594
T000086,E00270
T000086,E00523
T000086,E00021
T000086,E00254
T000086,E00321
T000086,E00411
T000086,E00650
T000086,E00289
T000087,E00350
T000087,E00233
T000087,E00342
T000087,E00083
T000087,E00046
T000087,E00417
T000087,E00085
T000087,E00360
T000088,E00775
T000088,E00548
T000088,E00314
T000088,E00307
T000089,E00312
T000089,E00071
T000089,E00424
T000089,E00366
T000090,E00356
T000090,E00113
T000090,E00394
T000090,E00296
T000091,E00474
T000091,E00179
T000091,E00091
T000091,E00748
T000092,E00210
T000092,E00514
T000092,E00612
T000092,E00029
T000093,E00288
T000093,E00458
T000093,E00367
T000093,E00558
T000094,E00090
T000094,E00765
T000094,E00663
T000094,E00099
T000094,E00504
T000094,E00088
T000094,E00148
T000094,E00790
T000094,E00734
T000094,E00310
T000094,E00248
T000094,E00550
T000094,E00461
T000094,E00563
T000094,E00712
T000094,E00332
T000094,E00374
T000094,E00522
T000095,E00601
T000096,E00740
T000096,E00749
T000096,E00657
T000096,E00238
T000096,E00232
T000096,E00437
T000096,E00780
T000096,E00341
T000097,E00157
T000097,E99641
T000097,E00383
T000097,E00194
T000097,E00246
T000097,E00786
T000097,E00207
T000098,E00760
T000098,E00578
T000098,E00244
T000098,E00632
T000099,E00686
T000099,E00209
T000099,E00318
T000099,E00331
T000100,E00114
T000100,E00690
T000100,E00639
T000100,E00397
T000101,E00025
T000101,E00280
T000102,E00051
T000102,E00129
T000102,E00783
T000102,E00291
T000102,E00003
T000102,E00142
T000102,E00125
T000102,E00273
T000102,E00779
T000102,E00230
T000102,E00161
T000102,E00647
T000102,E00660
T000102,E00572
T000102,E00038
T000102,E00077
T000102,E00565
T000102,E00337
T000103,E00329
T000103,E00333
T000103,E00561
T000103,E00199
T000103,E00267
T000103,E00549
T000103,E00086
T000103,E00009
T000103,E00409
T000103,E00795
T000103,E00252
T000103,E00018
T000103,E00258
T000103,E00605
T000103,E00630
T000103,E00773
T000103,E00398
T000103,E00016
T000104,E00406
T000104,E00459
T000104,E00253
T000104,E00497
T000104,E00297
T000104,E00556
T000104,E00762
T000104,E00460
T000105,E00731
T000105,E00676
T000105,E00087
T000105,E00482
T000105,E00798
T000105,E00037
T000105,E00759
T000105,E00456
T000105,E00597
T000105,E00082
T000105,E00542
T000105,E00052
T000105,E00767
T000105,E00579
T000105,E00153
T000105,E00689
T000105,E00159
T000105,E00388
T000106,E00655
T000106,E00315
T000106,E00577
T000106,E00218
T000106,E00448
T000106,E00335
T000106,E00631
T000106,E00607
T000106,E00368
T000106,E00080
T000106,E00789
T000106,E00723
T000106,E00732
T000106,E99776
T000106,E00672
T000106,E00693
T000106,E00754
T000106,E00272
T000107,E00265
T000107,E00033
T000107,E00716
T000107,E00596
T000107,E00756
T000107,E00536
T000107,E00096
T000107,E00022
T000107,E00515
T000107,E00702
T000108,E00717
T000108,E00137
T000108,E00532
T000108,E00510
T000108,E00551
T000108,E00338
T000108,E00616
T000108,E00438
T000109,E00382
T000109,E00176
T000109,E00730
T000109,E00282
T000109,E00469
T000109,E00443
T000109,E00500
T000109,E00011
T000110,E00738
T000110,E00675
T000110,E00661
T000110,E00024
T000110,E00678
T000110,E00769
T000110,E00240
T000110,E00699
T000111,E00557
T000111,E00466
T000111,E00126
T000111,E00444
T000111,E00124
T000111,E00260
T000111,E00185
T000111,E00758
T000112,E00564
T000112,E00154
T000112,E00465
T000112,E00581
T000112,E00173
T000112,E00619
T000112,E00706
T000112,E00134
T000113,E00259
T000113,E00364
T000114,E00190
T000114,E00089
T000114,E00247
T000114,E00313
T000114,E00234
T000114,E00269
T000114,E00213
T000114,E00056
T000115,E00340
T000115,E99049
T000115,E00222
T000115,E00183
T000115,E00020
T000115,E00468
T000115,E00359
T000115,E00032
T000116,E00541
T000116,E00014
T000116,E00673
T000116,E00613
T000116,E00097
T000116,E00203
T000116,E00644
T000116,E00665
T000117,E00301
T000117,E00546
T000117,E00503
T000117,E00131
T000117,E00362
T000117,E00744
T000117,E00407
T000117,E00520
T000118,E00419
T000118,E00298
T000118,E00111
T000118,E00704
T000118,E00750
T000118,E00348
T000118,E00299
T000118,E00493
T000119,E00330
T000119,E00472
T000119,E00485
T000119,E00425
T000120,E00177
T000120,E00283
T000120,E00517
T000120,E00486
T000121,E00128
T000121,E00583
T000121,E00593
T000121,E99384
T000122,E00718
T000122,E00480
T000122,E00506
T000122,E00714
T000123,E00615
T000123,E00471
T000123,E00778
T000123,E00319
T000124,E00007
T000124,E00105
T000124,E00271
T000124,E00415
T000125,E00421
T000125,E99749
T000125,E00687
T000125,E00010
T000126,E00369
T000126,E00742
T000126,E00286
T000126,E00573
T000127,E00453
T000127,E00215
T000127,E00477
T000127,E00211
T000128,E00357
T000128,E00155
T000128,E00093
T000128,E00423
T000129,E00266
T000129,E99083
T000129,E00059
T000130,E00292
T000130,E00279
T000130,E00726
T000130,E00707
T000130,E00181
T000130,E00683
T000130,E00389
T000130,E00076
T000130,E00508
T000130,E00295
T000130,E00544
T000130,E00435
T000130,E00625
T000130,E00112
T000130,E00499
T000130,E00709
T000130,E00094
T000130,E00651
T000131,E00187
T000131,E00512
T000131,E99209
T000131,E00446
T000131,E00670
T000131,E00539
T000131,E00627
T000131,E00422
T000131,E00626
T000131,E00618
T000131,E00725
T000131,E00166
T000131,E00674
T000131,E00787
T000131,E00728
T000131,E99381
T000131,E00237
T000131,E00150
T000132,E00429
T000132,E00492
T000132,E00603
T000132,E00308
T000132,E00399
T000132,E00276
T000132,E00768
T000132,E00217
T000132,E00669
T000132,E00431
T000132,E00555
T000133,E00481
T000133,E00345
T000133,E00666
T000133,E00721
T000133,E00277
T000133,E00447
T000133,E00370
T000133,E00162
T000134,E00788
T000134,E00449
T000134,E00235
T000134,E00049
T000134,E00249
T000134,E00285
T000134,E00478
T000134,E00433
T000135,E00633
T000135,E00664
T000135,E00065
T000135,E00027
T000135,E00604
T000135,E00136
T000135,E00220
T000135,E00250
T000136,E00300
T000136,E00764
T000136,E00695
T000136,E00511
T000136,E00430
T000136,E00197
T000136,E00223
T000136,E00487
T000137,E00048
T000137,E00175
T000137,E00637
T000137,E00133
T000137,E00483
T000137,E99357
T000137,E00171
T000137,E00713
T000138,E00545
T000138,E00537
T000138,E00652
T000138,E00584
T000138,E00229
T000138,E00243
T000138,E00513
T000139,E00311
T000139,E00208
T000139,E99110
T000139,E00400
T000140,E00772
T000140,E00428
T000140,E00450
T000140,E00739
T000141,E00412
T000141,E00509
T000141,E00587
T000141,E00205
T000142,E00302
T000142,E00442
T000142,E00102
T000142,E00745
T000143,E00371
T000143,E00336
T000143,E00354
T000143,E00781
T000144,E00743
T000144,E00380
T000144,E00001
T000144,E00182
T000145,E00214
T000145,E00547
T000145,E00212
T000145,E00445
T000146,E00569
T000146,E00044
T000146,E00381
T000146,E00385
T000147,E00525
T000147,E00533
T000147,E00358
T000147,E00045
T000148,E00662
T000148,E00436
T000148,E00685
T000148,E00405
T000149,E00441
T000149,E00184
T000149,E00426
T000149,E00404
T000150,E00700
T000150,E00023
T000151,E00377
T000151,E00063
T000151,E00256
T000151,E00733
T000151,E00392
T000151,E00529
T000151,E00538
T000151,E00242
T000151,E00075
T000151,E00122
T000151,E00489
T000151,E00241
T000151,E00323
T000151,E00766
T000151,E00117
T000151,E00304
T000151,E00236
T000151,E00473
T000152,E00451
T000152,E00352
T000152,E00439
T000152,E00600
T000153,E00567
T000153,E00671
T000153,E00531
T000153,E00106
T000153,E00132
T000153,E00454
T000153,E00039
T000153,E00081
T000153,E00004
T000153,E00141
T000153,E00782
T000153,E00585
T000153,E00598
T000153,E00047
T000153,E00395
T000153,E00455
T000153,E00602
T000153,E00108
T000154,E00720
T000154,E00278
T000154,E00496
T000154,E00667
T000154,E00570
T000154,E00149
T000154,E00193
T000154,E00452
T000154,E00393
T000155,E00785
T000155,E00324
T000155,E00737
T000155,E00727
T000155,E00198
T000155,E00408
T000155,E00264
T000155,E00043
T000156,E00109
T000156,E99839
T000156,E00322
T000156,E00621
T000156,E00363
T000156,E00281
T000156,E00771
T000156,E00703
T000157,E00127
T000157,E00495
T000157,E00715
T000157,E00327
T000157,E00535
T000157,E00413
T000157,E00528
T000158,E00188
T000158,E00060
T000158,E00320
T000158,E00729
T000158,E00074
T000158,E00562
T000158,E00100
T000158,E00554
T000159,E00641
T000159,E00586
T000159,E00317
T000159,E00146
T000159,E00257
T000159,E00130
T000159,E00139
T000159,E00608
T000160,E00784
T000160,E00262
T000160,E00552
T000160,E00195
T000160,E00553
T000160,E00073
T000160,E00028
T000160,E00163
T000161,E00036
T000161,E00192
T000161,E00643
T000161,E00402
T000161,E00147
T000162,E00168
T000162,E00005
T000162,E00617
T000162,E00169
T000163,E00119
T000163,E00339
T000163,E00098
T000163,E00757
T000164,E00231
T000164,E00505
T000164,E00494
T000164,E00770
T000165,E00479
T000165,E00110
T000165,E00640
T000165,E00305
T000166,E00103
T000166,E00263
T000166,E99435
T000166,E00189
T000167,E00526
T000167,E00013
T000167,E00414
T000167,E00606
T000168,E00002
T000168,E00635
T000168,E00101
T000168,E00326
T000169,E00516
T000169,E00224
T000169,E00692
T000169,E00599
T000169,E00646
T000169,E00165
T000169,E00543
T000169,E00015
T000169,E00684
T000169,E00138
T000169,E00006
T000169,E00158
T000169,E00054
T000169,E00118
T000169,E00019
T000169,E00275
T000169,E00294
T000169,E00017
T000170,E00206
T000170,E00030
T000170,E00746
T000170,E00701
T000170,E00799
T000170,E00387
T000171,E00053
T000171,E00434
T000171,E00227
T000171,E00620
T000171,E00467
T000171,E00290
T000171,E00793
T000171,E00170
T000172,E00776
T000172,E00174
T000172,E99286
T000172,E00462
T000172,E00719
T000172,E00648
T000172,E00306
T000172,E00386
T000173,E00590
T000173,E00708
T000173,E00151
T000173,E00724
T000173,E00566
T000173,E00180
T000173,E00121
T000173,E99792
T000174,E00502
T000174,E00576
T000174,E00200
T000174,E00592
T000175,E00595
T000175,E00057
T000175,E00120
T000175,E00384
T000176,E00344
T000176,E00390
T000176,E00225
T000176,E00470
T000177,E00050
T000177,E00476
T000177,E00540
T000177,E00416
T000178,E00681
T000178,E00682
T000178,E00202
T000178,E00634
T000179,E00705
T000179,E00792
T000179,E00293
T000179,E00334
T000180,E00353
T000180,E00575
T000180,E00490
T000180,E00753
T000181,E00401
T000181,E00427
T000181,E00042
T000181,E00072
T000182,E00346
T000182,E00355
T000182,E00642
T000182,E00653
T000182,E00095
T000182,E00069
T000182,E00696
T000182,E00115
T000182,E00654
T000182,E00034
T000182,E00104
T000182,E00379
T000182,E00791
T000182,E00373
T000182,E00226
T000182,E00488
T000182,E00521
T000182,E00228
T000183,E00372
T000183,E00568
T000183,E00156
T000183,E00062
T000183,E00796
T000183,E00123
T000183,E00255
T000183,E00610
T000183,E00351
T000183,E00628
T000183,E00591
T000183,E00251
T000183,E00084
T000183,E00559
T000183,E00167
T000183,E00349
T000184,E00580
T000184,E00221
T000184,E00735
T000184,E00649
T000184,E00418
T000184,E00135
T000184,E00026
T000184,E00316
T000185,E00219
T000185,E00239
T000185,E00008
T000185,E00594
T000185,E00201
T000185,E00092
T000185,E00679
T000186,E00289
T000186,E00085
T000186,E00083
T000186,E00021
T000186,E00035
T000186,E00270
T000186,E00548
T000186,E00314
T000187,E00523
T000187,E00046
T000187,E00233
T000187,E00775
T000187,E00411
T000187,E00350
T000187,E00417
T000187,E00342
T000188,E00650
T000188,E00321
T000188,E00360
T000188,E00307
T000188,E00041
T000189,E00113
T000189,E00612
T000189,E00366
T000189,E00288
T000190,E00296
T000190,E00312
T000190,E00474
T000190,E00029
T000191,E00091
T000191,E00748
T000191,E00179
T000191,E00424
T000192,E00458
T000192,E00107
T000192,E00071
T000192,E00375
T000193,E00367
T000193,E00558
T000193,E00210
T000193,E00514
T000194,E00356
T000195,E00765
T000195,E00088
T000195,E00663
T000195,E00248
T000195,E00522
T000195,E00099
T000195,E00504
T000195,E00332
T000195,E00310
T000195,E00148
T000195,E00763
T000195,E00734
T000195,E00712
T000195,E00374
T000195,E00790
T000195,E00461
T000195,E00090
T000195,E00563
T000196,E00550
T000196,E00040
T000196,E00711
T000197,E00341
T000197,E00656
T000197,E00383
T000197,E00749
T000197,E00116
T000197,E00786
T000197,E00588
T000197,E00246
T000198,E00207
T000198,E00232
T000198,E00780
T000198,E00238
T000198,E00437
T000198,E00518
T000198,E00157
T000198,E00194
T000199,E00657
T000200,E00639
T000200,E00114
T000200,E00280
T000200,E00690
T000201,E00209
T000201,E00397
T000201,E00760
T000201,E00318
T000202,E00025
T000202,E00244
T000202,E00686
T000202,E00331
T000203,E00632
T000204,E00565
T000204,E00660
T000204,E00009
T000204,E00253
T000204,E00142
T000204,E00273
T000204,E00077
T000204,E00773
T000204,E00333
T000204,E00409
T000204,E00572
T000204,E00125
T000204,E00325
T000204,E00710
T000204,E00779
T000204,E99295
T000204,E00647
T000204,E00051
T000205,E00762
T000205,E00561
T000205,E00267
T000205,E00086
T000205,E00497
T000205,E00783
T000205,E00337
T000205,E00258
T000205,E00018
T000205,E00460
T000205,E00199
T000205,E00398
T000205,E00752
T000205,E00549
T000205,E00459
T000205,E00800
T000205,E00688
T000205,E00605
T000206,E00016
T000206,E00178
T000206,E00291
T000206,E00406
T000206,E00556
T000206,E00191
T000206,E00038
T000206,E00252
T000206,E00230
T000206,E00161
T000206,E00329
T000207,E00515
T000207,E00680
T000207,E00732
T000207,E00265
T000207,E00693
T000207,E00082
T000207,E00542
T000207,E00789
T000207,E00524
T000207,E00335
T000207,E00702
T000207,E00689
T000207,E00315
T000207,E00676
T000207,E00052
T000207,E00037
T000207,E99607
T000207,E00159
T000208,E00754
T000208,E00631
T000208,E00597
T000208,E00272
T000208,E00672
T000208,E00080
T000208,E00388
T000208,E00596
T000208,E00482
T000208,E00759
T000208,E00798
T000208,E00448
T000208,E99809
T000208,E00153
T000208,E00731
T000208,E00723
T000208,E00756
T000208,E00579
T000209,E00096
T000209,E00022
T000209,E00767
T000209,E00368
T000209,E00186
T000209,E00456
T000209,E00536
T000209,E00577
T000210,E00551
T000210,E00282
T000210,E00717
T000210,E00137
T000210,E00438
T000210,E00382
T000210,E00259
T000210,E00675
T000211,E00124
T000211,E00616
T000211,E00126
T000211,E00769
T000211,E00469
T000211,E00466
T000211,E00557
T000211,E00176
T000212,E00338
T000212,E00443
T000212,E00678
T000212,E00260
T000212,E00185
T000212,E00024
T000212,E00699
T000212,E00465
T000213,E00581
T000213,E00364
T000213,E00240
T000213,E00564
T000213,E00134
T000213,E00011
T000213,E00706
T000213,E00140
T000214,E00154
T000214,E00758
T000214,E00510
T000214,E00661
T000214,E00532
T000214,E00444
T000214,E99921
T000214,E00619
T000215,E00299
T000215,E00613
T000215,E00741
T000215,E00190
T000215,E00020
T000215,E00143
T000215,E00014
T000215,E00359
T000216,E00520
T000216,E00432
T000216,E00160
T000216,E00056
T000216,E00407
T000216,E00644
T000216,E00419
T000216,E00097
T000217,E00546
T000217,E00032
T000217,E00298
T000217,E00503
T000217,E00203
T000217,E00797
T000217,E00131
T000217,E00704
T000218,E00089
T000218,E00213
T000218,E00468
T000218,E00493
T000218,E00665
T000218,E00340
T000218,E00111
T000218,E00301
T000219,E99536
T000219,E00269
T000219,E00541
T000219,E00222
T000219,E00744
T000220,E00172
T000220,E00778
T000220,E00177
T000220,E00425
T000221,E00477
T000221,E00105
T000221,E00423
T000221,E00211
T000222,E00283
T000222,E00271
T000222,E00369
T000222,E00421
T000223,E00093
T000223,E00777
T000223,E00453
T000223,E99995
T000224,E00319
T000224,E00742
T000224,E00485
T000224,E00687
T000225,E00677
T000225,E00357
T000225,E00486
T000225,E00593
T000226,E00615
T000226,E00472
T000226,E00583
T000226,E00286
T000227,E00507
T000227,E00480
T000227,E00415
T000227,E00007
T000228,E00128
T000228,E00330
T000228,E00155
T000228,E00714
T000229,E00471
T000229,E00215
T000229,E00070
T000229,E00266
T000230,E00718
T000230,E00517
T000231,E00626
T000231,E00166
T000231,E00492
T000231,E00683
T000231,E00440
T000231,E00627
T000231,E00217
T000231,E00112
T000231,E00651
T000231,E00499
T000231,E00435
T000231,E00728
T000231,E00422
T000231,E00181
T000231,E00725
T000231,E00618
T000231,E00309
T000231,E00389
T000232,E00152
T000232,E00399
T000232,E00544
T000232,E00276
T000232,E00519
T000232,E00625
T000232,E00603
T000232,E00787
T000232,E00429
T000232,E00484
T000232,E00582
T000232,E00674
T000232,E00292
T000232,E00669
T000232,E00512
T000232,E00279
T000232,E00539
T000232,E00295
T000233,E00308
T000233,E00150
T000233,E99080
T000233,E00670
T000233,E00726
T000233,E00768
T000233,E00707
T000233,E00237
T000233,E00555
T000233,E00094
T000234,E00027
T000234,E00285
T000234,E00666
T000234,E00788
T000234,E00637
T000234,E00370
T000234,E00481
T000234,E00447
T000235,E00584
T000235,E00300
T000235,E00433
T000235,E00196
T000235,E00058
T000235,E00449
T000235,E00065
T000235,E00464
T000236,E00220
T000236,E00250
T000236,E00604
T000236,E00478
T000236,E00713
T000236,E00664
T000236,E00545
T000236,E00277
T000237,E00410
T000237,E00197
T000237,E00049
T000237,E00136
T000237,E00243
T000237,E00483
T000237,E00487
T000237,E00736
T000238,E00133
T000238,E00235
T000238,E00171
T000238,E00345
T000238,E00721
T000238,E00652
T000238,E00162
T000238,E00430
T000239,E00223
T000239,E00175
T000239,E00511
T000239,E00513
T000239,E00764
T000239,E00537
T000239,E00048
T000239,E99878
T000240,E00405
T000240,E00589
T000240,E00445
T000240,E00214
T000241,E00302
T000241,E00685
T000241,E00044
T000241,E00450
T000242,E00547
T000242,E00569
T000242,E00662
T000242,E00102
T000243,E00212
T000243,E00001
T000243,E00336
T000243,E00400
T000244,E00743
T000244,E00781
T000244,E00739
T000244,E00205
T000245,E00023
T000245,E00587
T000245,E00311
T000245,E00436
T000246,E00354
T000246,E00698
T000246,E00358
T000246,E00208
T000247,E00385
T000247,E00182
T000247,E00498
T000247,E00533
T000248,E00381
T000248,E00303
T000248,E00745
T000248,E00426
